ingredient,label,n_co,odds_ratio,pmi
huperzine a,Heart/Cardio,44,1.7460050022218672,0.6675104585368714
acetyl-l-carnitine,Heart/Cardio,21,1.742283090044284,0.6755032492904022
vitamin e,Heart/Cardio,638,1.7297485054019839,0.5985705890555382
reishi mushroom extract,Heart/Cardio,10,1.715161224423968,0.6755032492904022
ginkgo biloba leaf extract,Heart/Cardio,28,1.6917051406323367,0.6386664811100309
trimethylglycine,Heart/Cardio,13,1.6871550176231962,0.6499681571832644
"psyllium, powder",Heart/Cardio,6,1.6862764632627647,0.6755032492904022
"coconut water, powder",Heart/Cardio,9,1.656501279239766,0.6398793395596808
folic acid,Heart/Cardio,62,1.6432215624762545,0.5975007372891292
ginger rhizome extract,Heart/Cardio,11,1.6312192378005905,0.6166095602368338
all herbal ingredients,Heart/Cardio,7,1.6307579888142547,0.6311091299319486
ginkgo biloba extract,Heart/Cardio,6,1.612904506650784,0.6248771762204343
vitamin k,Heart/Cardio,173,1.5915984887258847,0.5504906697236641
spirulina,Heart/Cardio,27,1.5807878660206447,0.5639949340734115
vitamin d3,Heart/Cardio,421,1.5595765334305833,0.5086203049391331
potassium,Heart/Cardio,680,1.5517845446124163,0.48338789231628154
chromium,Heart/Cardio,414,1.5492943257198533,0.5021060559412847
"chlorella, powder",Heart/Cardio,6,1.5456468797564689,0.5759675757394878
sulfate,Heart/Cardio,6,1.5456468797564689,0.5759675757394878
american ginseng root extract,Heart/Cardio,8,1.5387149820526573,0.5600260318704661
serrapeptase,Heart/Cardio,8,1.5387149820526573,0.5600260318704661
raw probiotic enzyme blend,Heart/Cardio,10,1.5344062953948572,0.5499723672065433
astragin,Heart/Cardio,29,1.5308778712116937,0.5271114093977313
l-carnitine,Heart/Cardio,33,1.5295303516762488,0.5245613512156625
niacin,Heart/Cardio,567,1.5257066034572146,0.4743111872486533
"cayenne pepper, powder",Heart/Cardio,9,1.514358813700919,0.5379997255404672
himalayan rock salt,Heart/Cardio,7,1.5141708857456027,0.5462202323454356
pumpkin seed oil,Heart/Cardio,10,1.4950109903500508,0.5202250238124911
green tea extract,Heart/Cardio,19,1.4939066843389153,0.5055782478480898
citrus bioflavonoid complex,Heart/Cardio,42,1.4828117277096868,0.4870581598772918
zeaxanthin,Heart/Cardio,54,1.4761583031345331,0.4795830393151454
magnesium,Heart/Cardio,796,1.4721262687617793,0.42063763242031066
taurine,Heart/Cardio,105,1.4635725080187516,0.46384448953890833
caffeine,Heart/Cardio,73,1.4634150700600514,0.46710410003345404
chromemate,Heart/Cardio,7,1.4619077016113793,0.5055782478480898
vanadium,Heart/Cardio,71,1.4395396995260796,0.44882346955085617
"maca, powder",Heart/Cardio,13,1.427198807045186,0.4604903583195519
bilberry extract,Heart/Cardio,6,1.4266526167896032,0.48285817134800635
saw palmetto fruit extract,Heart/Cardio,6,1.4266526167896032,0.48285817134800635
sodium,Heart/Cardio,927,1.4205090203132906,0.37550579447254234
dietary fiber,Heart/Cardio,19,1.4140363725131209,0.44284249250012714
ginkgo biloba,Heart/Cardio,7,1.4131287297527706,0.46604988366145234
l-taurine,Heart/Cardio,24,1.4106418069315616,0.43671638970328525
maca,Heart/Cardio,14,1.3950208427599087,0.432646725394239
iron,Heart/Cardio,446,1.3860221015818333,0.3802864600705273
"ginger, powder",Heart/Cardio,11,1.3826563866147366,0.42757573584681663
celery seed extract,Heart/Cardio,5,1.3822371137294756,0.45311082795395446
ceylon cinnamon,Heart/Cardio,6,1.3737662776932182,0.4384640519895526
gymnema leaf extract,Heart/Cardio,6,1.3737662776932182,0.4384640519895526
chloride,Heart/Cardio,86,1.373393322204591,0.39393289201918064
vitamin a,Heart/Cardio,505,1.3644584372415598,0.35986141725047105
vitamin b12,Heart/Cardio,715,1.356643814816667,0.341535904780125
l-threonine,Heart/Cardio,10,1.3557531678660846,0.4070144133645003
saw palmetto berry extract,Heart/Cardio,22,1.3551606928415867,0.391710283289811
alpha lipoic acid,Heart/Cardio,42,1.3268063982349696,0.36030101759135286
carnosyn,Heart/Cardio,15,1.325192096597146,0.3717225011132992
n-acetyl l-tyrosine,Heart/Cardio,6,1.3246575342465754,0.39539533009766686
proprietary blend extract,Heart/Cardio,2,1.3244205146924621,0.45311082795395446
folate,Heart/Cardio,481,1.313808161209068,0.3204355011175244
calcium,Heart/Cardio,907,1.3085272540731787,0.29381737824152865
boron,Heart/Cardio,157,1.3022532476656405,0.32823230628857647
eleuthero root extract,Heart/Cardio,13,1.3017813370294793,0.3535751544030397
stevia leaf extract,Heart/Cardio,23,1.29852453990024,0.3416025127369638
vitamin b6,Heart/Cardio,732,1.2844849316929778,0.2836545231275993
molybdenum,Heart/Cardio,210,1.2823831171872453,0.3078141992806804
l-carnitine tartrate,Heart/Cardio,5,1.2715704894083273,0.35357515440304
metafolin,Heart/Cardio,5,1.2715704894083273,0.35357515440304
total carbohydrate,Heart/Cardio,159,1.2462447613459302,0.2780425232356822
copper,Heart/Cardio,298,1.2449253136150034,0.27014830340889734
bovine colostrum,Heart/Cardio,6,1.2362617960426179,0.3129331699056938
alpha-lipoic acid,Heart/Cardio,64,1.2279813714173844,0.26741851065332506
turmeric,Heart/Cardio,40,1.2080887908676918,0.2516955403838262
amla fruit extract,Heart/Cardio,4,1.2040433548558434,0.2969916260366724
vitamin b9,Heart/Cardio,6,1.1963411400795405,0.2734048057190563
selenium,Heart/Cardio,350,1.1912139114366564,0.21868961329924164
bioperine,Heart/Cardio,107,1.1856259246386796,0.22337643127633824
bilberry fruit extract,Heart/Cardio,15,1.1776232873927714,0.23255975344167384
fenugreek seed extract,Heart/Cardio,11,1.177493398334349,0.23809793698310405
bioflavonoid complex,Heart/Cardio,5,1.1772989205421638,0.2604657500115584
vitamin b5,Heart/Cardio,33,1.170518908404371,0.21607163065310483
betaine,Heart/Cardio,12,1.1675266757781146,0.22619584792681233
chlorophyll,Heart/Cardio,12,1.1675266757781146,0.22619584792681233
niacinamide,Heart/Cardio,8,1.1630175629364552,0.23071840661750634
turmeric extract,Heart/Cardio,8,1.1630175629364552,0.23071840661750634
total carbohydrates,Heart/Cardio,1007,1.1520271039691317,0.16168167587378218
elderberry extract,Heart/Cardio,4,1.1516539521000866,0.242543842014296
tribulus terrestris extract,Heart/Cardio,4,1.1516539521000866,0.242543842014296
reishi mushroom,Heart/Cardio,5,1.1352133987269122,0.21607163065310483
vitamin b3,Heart/Cardio,49,1.1281844389433773,0.16961231956044498
glycine,Heart/Cardio,29,1.127714209893695,0.17300290876121877
alphasize,Heart/Cardio,9,1.1272474181908672,0.1900764221201603
ksm-66,Heart/Cardio,23,1.1255703246351056,0.17300290876121904
green tea,Heart/Cardio,6,1.1237581292375813,0.1974559524857577
pantothenic acid,Heart/Cardio,396,1.122073818666575,0.15051999648792794
black pepper fruit extract,Heart/Cardio,18,1.1186608904346411,0.16854326057051902
l-lysine,Heart/Cardio,24,1.1133260340969813,0.15948810228673718
thiamine,Heart/Cardio,322,1.1110779222030582,0.14129976074354314
artichoke leaf extract,Heart/Cardio,13,1.1071034731245017,0.16093007646064386
manganese,Heart/Cardio,297,1.1049366596169057,0.13561583059239415
beet root extract,Heart/Cardio,4,1.1036303329073094,0.1900764221201603
holy basil leaf extract,Heart/Cardio,10,1.0995713246172787,0.157654944427783
d-ribose,Heart/Cardio,5,1.0960303266920228,0.17300290876121904
l-lysine hydrochloride,Heart/Cardio,13,1.0907848874736434,0.1430081684633813
vitamin d,Heart/Cardio,386,1.0891959271464986,0.11750779616951518
rutin,Heart/Cardio,43,1.0796521052129733,0.1181265802411455
thiamin,Heart/Cardio,11,1.0775199082824651,0.1311827330665919
riboflavin,Heart/Cardio,323,1.068011530010022,0.09649001490043237
vitamin c,Heart/Cardio,827,1.0627689731742023,0.08387701828823524
n-acetyl-l-tyrosine,Heart/Cardio,9,1.0595029239766083,0.11478829481592316
black pepper extract,Heart/Cardio,7,1.059481183777859,0.12091439761276492
cayenne,Heart/Cardio,6,1.0594703196347033,0.12530616672992245
total calories,Heart/Cardio,5,1.0594594594594595,0.1311827330665919
passionflower aerial parts extract,Heart/Cardio,4,1.0594486032499544,0.13945034905019252
schisandra fruit extract,Heart/Cardio,3,1.059437751004016,0.15194129323338917
iodine,Heart/Cardio,255,1.0401801804969733,0.06724842731249348
quercetin,Heart/Cardio,60,1.0360267998618857,0.067081775745257
l-proline,Heart/Cardio,7,1.0336045340723776,0.09054074856924604
salt,Heart/Cardio,6,1.0300050735667174,0.09054074856924574
hesperidin,Heart/Cardio,15,1.0211647908869286,0.060793405175194014
rhodiola rosea root extract,Heart/Cardio,15,1.0211647908869286,0.060793405175194014
l-5-hydroxytryptophan,Heart/Cardio,4,1.0186654681816267,0.09054074856924604
turmeric root extract,Heart/Cardio,40,1.0101964840594453,0.038701817049627885
panax ginseng root extract,Heart/Cardio,7,1.008960105781443,0.060793405175194014
"broccoli, powder",Heart/Cardio,3,1.0089535631704307,0.09054074856924604
holy basil,Heart/Cardio,3,1.0089535631704307,0.09054074856924604
choline,Heart/Cardio,165,1.0027013392156208,0.025403118358818564
biotin,Heart/Cardio,375,1.002518721868408,0.024298851570882265
proprietary extract formula,Heart/Cardio,2,0.9931784997262274,0.09054074856924604
dmae,Heart/Cardio,4,0.9809033060813233,0.04323503379088947
whey protein isolate,Heart/Cardio,4,0.9809033060813233,0.04323503379088947
pumpkin seed extract,Heart/Cardio,3,0.9630588469580803,0.031647059515677436
amino acid blend,Heart/Cardio,5,0.9630453549372469,0.012538236567972877
garcinia cambogia fruit extract,Heart/Cardio,5,0.9630453549372469,0.012538236567972877
milk thistle,Heart/Cardio,8,0.9533784030696145,-0.01255274439485753
shilajit extract,Heart/Cardio,4,0.9458384412738986,-0.0025686558222354295
turmeric rhizome extract,Heart/Cardio,14,0.9457393712926913,-0.0323159992162876
msm,Heart/Cardio,5,0.9346882653718902,-0.0249364688506901
sugar,Heart/Cardio,8,0.9346524650422932,-0.037214798629127015
beta-nicotinamide mononucleotide,Heart/Cardio,3,0.9211549756337604,-0.02493646885068994
bilberry,Heart/Cardio,3,0.9211549756337604,-0.02493646885068994
l-cysteine hydrochloride,Heart/Cardio,3,0.9211549756337604,-0.02493646885068994
pygeum bark extract,Heart/Cardio,3,0.9211549756337604,-0.02493646885068994
epicor,Heart/Cardio,4,0.9131918430049171,-0.046962775180689045
evening primrose oil,Heart/Cardio,4,0.9131918430049171,-0.046962775180689045
enzyme blend,Heart/Cardio,14,0.9130330572778363,-0.07581763785287399
chlorella,Heart/Cardio,10,0.9102369310912082,-0.07451849770125044
tongkat ali root extract,Heart/Cardio,6,0.9042387793740951,-0.07173068032963106
total sugars,Heart/Cardio,27,0.8929182074833989,-0.10959886592007424
silymarin,Heart/Cardio,4,0.8827216846205344,-0.09003149707257496
beet,Heart/Cardio,6,0.8826788432267885,-0.10210432937315002
calories from fat,Heart/Cardio,6,0.8826788432267885,-0.10210432937315002
sensoril,Heart/Cardio,10,0.8825930664716992,-0.1129926455158861
ginger,Heart/Cardio,28,0.8771339498572215,-0.131851672767202
l-glycine,Heart/Cardio,12,0.8713485213551178,-0.131851672767202
black pepper,Heart/Cardio,6,0.8621216948072634,-0.131851672767202
l-carnosine,Heart/Cardio,6,0.8621216948072634,-0.131851672767202
l-glutamine,Heart/Cardio,56,0.8612065832784727,-0.15694265373003236
arabinogalactan,Heart/Cardio,5,0.8588138905889089,-0.131851672767202
cordyceps mycelium extract,Heart/Cardio,4,0.8542173429061117,-0.131851672767202
chrysin,Heart/Cardio,3,0.8474041621029573,-0.13185167276720183
stinging nettle root extract,Heart/Cardio,7,0.8472926561929119,-0.15738676487433956
energy blend,Heart/Cardio,4,0.8274945225488406,-0.1724936572645479
zinc,Heart/Cardio,495,0.8210625187107713,-0.1972460907382074
milk thistle seed extract,Heart/Cardio,26,0.8163425428833312,-0.22066093972505804
octacosanol,Heart/Cardio,3,0.8147836099643329,-0.1824777458371698
pectin,Heart/Cardio,3,0.8147836099643329,-0.1824777458371698
alfalfa,Heart/Cardio,5,0.7943206720233748,-0.23138734631811628
conjugated linoleic acid,Heart/Cardio,5,0.7943206720233748,-0.23138734631811628
l-leucine,Heart/Cardio,24,0.7872697365550582,-0.2656030616560295
l-alanine,Heart/Cardio,8,0.781161169736381,-0.26309620604545475
collagen peptides,Heart/Cardio,11,0.7561765474014103,-0.3093898583193894
lactobacillus acidophilus,Heart/Cardio,15,0.7559981182374157,-0.3131814374817635
inositol,Heart/Cardio,106,0.7467492443402628,-0.3312226138979111
gotu kola,Heart/Cardio,7,0.7430596952739906,-0.32449675070959777
fenugreek,Heart/Cardio,5,0.7388265072111709,-0.32449675070959777
aquamin,Heart/Cardio,3,0.7304201130540973,-0.32449675070959777
nettle root extract,Heart/Cardio,3,0.7304201130540973,-0.32449675070959777
schisandra berry extract,Heart/Cardio,3,0.7304201130540973,-0.32449675070959777
tart cherry fruit extract,Heart/Cardio,3,0.7304201130540973,-0.32449675070959777
paba,Heart/Cardio,6,0.7266863640433342,-0.35003184281673555
ginger root extract,Heart/Cardio,19,0.7099447310152635,-0.3948860786009958
antioxidant blend,Heart/Cardio,3,0.7060484361689181,-0.3688908700680515
"whey protein isolate, microfiltered, ultrafiltered",Heart/Cardio,3,0.7060484361689181,-0.3688908700680515
silica,Heart/Cardio,19,0.7051873550591968,-0.40344809210441973
5-htp,Heart/Cardio,7,0.6942386362955731,-0.41195959195993714
l-theanine,Heart/Cardio,56,0.6941113866391375,-0.42529739149708967
gamma-aminobutyric acid,Heart/Cardio,13,0.6858422065078978,-0.43600506592658844
lactase,Heart/Cardio,11,0.6827858701421242,-0.43997396812953377
parsley,Heart/Cardio,4,0.6788060092788959,-0.4288334105243333
"beet root juice, powder",Heart/Cardio,6,0.6737434620174346,-0.4478791662148799
cranberry fruit extract,Heart/Cardio,6,0.6737434620174346,-0.4478791662148799
l-tryptophan,Heart/Cardio,10,0.6690680432037682,-0.4649779742594281
betaine hydrochloride,Heart/Cardio,20,0.664802239505607,-0.47907378781847426
bromelain,Heart/Cardio,48,0.6625002949685446,-0.4845739661955629
vitamin b7,Heart/Cardio,1,0.6619981751824817,-0.41195959195993714
fiber blend,Heart/Cardio,3,0.6618747718145308,-0.45377976765456446
l-histidine,Heart/Cardio,3,0.6618747718145308,-0.45377976765456446
caprylic acid,Heart/Cardio,4,0.6618130363337593,-0.46200027445953284
"ashwagandha, powder",Heart/Cardio,6,0.661689497716895,-0.47133813903886884
quercetin dihydrate,Heart/Cardio,10,0.6466987550518898,-0.5089213218470252
lipase,Heart/Cardio,18,0.6439098457220368,-0.5195127331147408
bacillus coagulans,Heart/Cardio,8,0.6436412659690569,-0.5121237538853692
lithium,Heart/Cardio,3,0.6417958334716276,-0.4944217521519102
phosphatidylserine,Heart/Cardio,13,0.6383661680498449,-0.5283690840752479
vitamin k1,Heart/Cardio,12,0.6367370295876421,-0.5309476281770242
benfotiamine,Heart/Cardio,5,0.6352373995617239,-0.5208939635131011
licorice,Heart/Cardio,5,0.6352373995617239,-0.5208939635131011
rosemary leaf extract,Heart/Cardio,5,0.6352373995617239,-0.5208939635131011
maca root extract,Heart/Cardio,5,0.6227602801529669,-0.5468891720460456
proprietary blend,Heart/Cardio,193,0.612498052458696,-0.5653618321175244
magnolia bark extract,Heart/Cardio,2,0.6109761747651874,-0.5468891720460456
proprietary formula,Heart/Cardio,5,0.6107630499522392,-0.5724242641531834
floraglo,Heart/Cardio,7,0.5962527080642422,-0.6098989695718464
cellulase,Heart/Cardio,12,0.5926601976027894,-0.6240570325685058
burdock root extract,Heart/Cardio,2,0.5883271481008294,-0.5975152451160135
quatrefolic,Heart/Cardio,2,0.5883271481008294,-0.5975152451160135
calcium d-glucarate,Heart/Cardio,4,0.5753705217867604,-0.64642484559696
myo-inositol,Heart/Cardio,4,0.5753705217867604,-0.64642484559696
valerian,Heart/Cardio,4,0.5753705217867604,-0.64642484559696
vitamin d2,Heart/Cardio,2,0.5672959090553542,-0.64642484559696
protease,Heart/Cardio,14,0.5663461287203742,-0.6843926957959808
l-ornithine hydrochloride,Heart/Cardio,3,0.557252935185719,-0.6820487553276814
n-acetyl l-cysteine,Heart/Cardio,4,0.5513587121903719,-0.7030083739633276
soy isoflavones,Heart/Cardio,2,0.5477151002888773,-0.6937305603753168
"l-glutathione, reduced",Heart/Cardio,3,0.542945675475796,-0.7168141734883581
l-glutathione,Heart/Cardio,5,0.5381696400935979,-0.7395342499884416
dl-methionine,Heart/Cardio,2,0.5294396787734988,-0.7395342499884416
n-acetyl cysteine,Heart/Cardio,12,0.5245261634277307,-0.7839283693468955
white willow bark extract,Heart/Cardio,2,0.5123433167107254,-0.7839283693468951
ashwagandha root extract,Heart/Cardio,15,0.5000292285608506,-0.8480587067666109
amylase,Heart/Cardio,12,0.49779918963538894,-0.8528757230643864
curcumin,Heart/Cardio,2,0.49631547727687536,-0.826997091238781
luteolin,Heart/Cardio,2,0.49631547727687536,-0.826997091238781
marshmallow root extract,Heart/Cardio,2,0.49631547727687536,-0.826997091238781
"pomegranate fruit juice, powder",Heart/Cardio,2,0.49631547727687536,-0.826997091238781
dandelion root extract,Heart/Cardio,5,0.4960395361577794,-0.8480587067666109
papain,Heart/Cardio,14,0.48604510498574266,-0.8852117051840769
hops flower extract,Heart/Cardio,1,0.48135368281353685,-0.8480587067666109
dl-phenylalanine,Heart/Cardio,2,0.4812590220511374,-0.8688172669334081
rose hips,Heart/Cardio,4,0.481069596826398,-0.8852117051840769
reishi mushroom fruiting body extract,Heart/Cardio,2,0.46708824066220755,-0.909459251430754
fruit blend,Heart/Cardio,3,0.46021239106624123,-0.939206594824806
licorice root extract,Heart/Cardio,8,0.45750115953843346,-0.9619266713248897
fat,Heart/Cardio,4,0.45613946723917576,-0.9567649662091106
dong quai root extract,Heart/Cardio,2,0.453727218209788,-0.9489876156173915
hesperidin complex,Heart/Cardio,2,0.453727218209788,-0.9489876156173915
lemon balm,Heart/Cardio,2,0.453727218209788,-0.9489876156173915
probiotic blend,Heart/Cardio,17,0.45006869609264955,-0.9874617634320271
n-acetyl-l-cysteine,Heart/Cardio,7,0.4500034981615218,-0.9827082334613927
glucosamine sulfate,Heart/Cardio,9,0.444109661408423,-1.0025686558222355
milk thistle extract,Heart/Cardio,2,0.44110847478250287,-0.9874617634320271
passionflower,Heart/Cardio,2,0.44110847478250287,-0.9874617634320271
black cohosh root extract,Heart/Cardio,3,0.44100645004259464,-0.9969220926810934
rose hip,Heart/Cardio,5,0.42885910015201467,-1.0433149981655445
chasteberry fruit extract,Heart/Cardio,1,0.42354744525547444,-1.02493646885069
maltase,Heart/Cardio,2,0.4178634211006619,-1.061462344875804
dandelion,Heart/Cardio,5,0.41754450040367536,-1.0793842528730664
para-aminobenzoic acid,Heart/Cardio,19,0.41660455348704595,-1.0900314970725749
"alfalfa, powder",Heart/Cardio,1,0.407243121841662,-1.0793842528730664
juniper,Heart/Cardio,1,0.407243121841662,-1.0793842528730664
citrus bioflavonoids,Heart/Cardio,6,0.402267222553107,-1.131851672767202
methylsulfonylmethane,Heart/Cardio,19,0.40062484946112303,-1.1421200082210292
burdock,Heart/Cardio,4,0.39474437198706125,-1.1523157753269173
pau d arco,Heart/Cardio,1,0.39214652608813194,-1.1318516727672019
senna leaf extract,Heart/Cardio,1,0.39214652608813194,-1.1318516727672019
"pomegranate juice, powder",Heart/Cardio,2,0.38724798454409076,-1.1657990046905395
pureway-c,Heart/Cardio,2,0.38724798454409076,-1.1657990046905395
acerola,Heart/Cardio,1,0.37812825860271115,-1.1824777458371698
rhodiola root extract,Heart/Cardio,5,0.37767400605238444,-1.2152676809548393
fennel,Heart/Cardio,3,0.37125855895672,-1.2313873463181162
lemon balm extract,Heart/Cardio,2,0.3692109831619248,-1.2313873463181162
proprietary herbal blend,Heart/Cardio,4,0.3672681719513927,-1.2504961692658212
peppermint,Heart/Cardio,1,0.3650767681852504,-1.2313873463181162
saw palmetto extract,Heart/Cardio,1,0.3650767681852504,-1.2313873463181162
5-hydroxytryptophan,Heart/Cardio,5,0.3604572016734179,-1.278693061096473
horsetail,Heart/Cardio,1,0.35289537712895375,-1.2786930610964728
apple pectin,Heart/Cardio,2,0.35277727079150695,-1.2941231016660788
"apple cider vinegar, powder",Heart/Cardio,5,0.35242269296323353,-1.3093898583193895
proprietary enzyme blend,Heart/Cardio,5,0.35242269296323353,-1.3093898583193895
cannabidiol,Heart/Cardio,3,0.34686585387750707,-1.3244967507095977
bioflavonoids,Heart/Cardio,2,0.3377421722398481,-1.3542440941036498
fructooligosaccharides,Heart/Cardio,4,0.334644531909042,-1.3776080871691603
ashwagandha,Heart/Cardio,5,0.33032779401022644,-1.3977457327402363
astragalus root extract,Heart/Cardio,5,0.33032779401022644,-1.3977457327402363
chondroitin sulfate,Heart/Cardio,8,0.32099841482264285,-1.439973968129534
gaba,Heart/Cardio,2,0.3174447891951086,-1.4399739681295338
apple cider vinegar,Heart/Cardio,5,0.3170708546384222,-1.4537797676545643
apigenin,Heart/Cardio,1,0.3113353370545298,-1.4537797676545645
grapefruit seed extract,Heart/Cardio,1,0.3113353370545298,-1.4537797676545645
saw palmetto,Heart/Cardio,3,0.30656486287706824,-1.4944217521519103
astragalus,Heart/Cardio,2,0.3052143147963553,-1.49442175215191
hemp extract,Heart/Cardio,1,0.302429614181439,-1.4944217521519103
piperine,Heart/Cardio,1,0.302429614181439,-1.4944217521519103
wild yam,Heart/Cardio,1,0.302429614181439,-1.4944217521519103
chamomile flower extract,Heart/Cardio,3,0.29376090219463713,-1.5533154412054784
l-cysteine,Heart/Cardio,3,0.29376090219463713,-1.5533154412054784
inulin,Heart/Cardio,4,0.2872288066300974,-1.5875311565433918
lemon bioflavonoid complex,Heart/Cardio,1,0.28606233971197476,-1.5724242641531834
optimsm,Heart/Cardio,2,0.28337418194143876,-1.5975152451160135
melatonin,Heart/Cardio,29,0.2823957486466657,-1.6074307139810966
lion s mane,Heart/Cardio,2,0.2783930990096157,-1.622177299350283
valerian root extract,Heart/Cardio,4,0.27812959457251857,-1.6319252759018452
lemon balm leaf extract,Heart/Cardio,2,0.2735837775582003,-1.6464248455969601
cordyceps,Heart/Cardio,1,0.27137376005989144,-1.6464248455969603
strontium,Heart/Cardio,1,0.2645802919708029,-1.6820487553276813
suntheanine,Heart/Cardio,2,0.26010190922718335,-1.7168141734883577
cranberry,Heart/Cardio,1,0.25196385123392423,-1.7507615054116956
glucosamine sulfate potassium chloride,Heart/Cardio,1,0.25196385123392423,-1.7507615054116956
d-aspartic acid,Heart/Cardio,1,0.246095739263283,-1.7839283693468952
saccharomyces boulardii,Heart/Cardio,1,0.246095739263283,-1.7839283693468952
bovine collagen peptides,Heart/Cardio,1,0.2404943596549436,-1.8163498470392725
pancreatin,Heart/Cardio,2,0.24035573843933034,-1.826997091238781
reishi,Heart/Cardio,1,0.23002221516978738,-1.879085602387235
alpha-galactosidase,Heart/Cardio,1,0.22042274939172748,-1.939206594824806
"collagen, hydrolyzed",Heart/Cardio,1,0.2115912408759124,-1.9969220926810933
"cranberry, powder",Heart/Cardio,0,0.2035844104809622,-2.02493646885069
pepsin,Heart/Cardio,1,0.1995937198732957,-2.079384252873066
red clover,Heart/Cardio,0,0.19603748977950766,-2.079384252873066
hyaluronic acid,Heart/Cardio,8,0.1948623207530571,-2.1261153032180573
goldenseal,Heart/Cardio,0,0.18902963484244273,-2.1318516727672017
wild yam root extract,Heart/Cardio,0,0.18250508024586504,-2.18247774583717
d-mannose,Heart/Cardio,1,0.1823559023408004,-2.207139800071439
hemicellulase,Heart/Cardio,1,0.1823559023408004,-2.207139800071439
xylanase,Heart/Cardio,1,0.1823559023408004,-2.207139800071439
l-methionine,Heart/Cardio,3,0.18049509615774675,-2.231387346318116
barberry,Heart/Cardio,0,0.1707187880714021,-2.278693061096473
"glutathione, reduced",Heart/Cardio,0,0.1707187880714021,-2.278693061096473
hemp aerial parts extract,Heart/Cardio,0,0.1707187880714021,-2.278693061096473
gamma aminobutyric acid,Heart/Cardio,0,0.16537812442984856,-2.324496750709598
lemon balm aerial parts extract,Heart/Cardio,0,0.16537812442984856,-2.324496750709598
mullein,Heart/Cardio,0,0.16537812442984856,-2.324496750709598
cat s claw,Heart/Cardio,0,0.16036113737263163,-2.3688908700680513
multi collagen complex,Heart/Cardio,0,0.16036113737263163,-2.3688908700680513
black walnut,Heart/Cardio,0,0.15563926720113333,-2.411959591959937
passionflower extract,Heart/Cardio,0,0.15563926720113333,-2.411959591959937
proprietary extract blend,Heart/Cardio,18,0.15506600561907694,-2.431920333690825
l-isoleucine,Heart/Cardio,3,0.15403884949219573,-2.4537797676545643
diindolylmethane,Heart/Cardio,2,0.15233338481193928,-2.4674547045516406
l-valine,Heart/Cardio,3,0.15181195678725365,-2.4742438702142797
broccoli,Heart/Cardio,0,0.15118721818229208,-2.4537797676545643
nettle,Heart/Cardio,0,0.15118721818229208,-2.4537797676545643
kelp,Heart/Cardio,1,0.15103232533889469,-2.4742438702142797
black elderberry fruit extract,Heart/Cardio,0,0.1469825052200531,-2.49442175215191
cascara sagrada,Heart/Cardio,0,0.1469825052200531,-2.49442175215191
biocell collagen,Heart/Cardio,0,0.14300507403955678,-2.5339501163385476
bladderwrack,Heart/Cardio,0,0.14300507403955678,-2.5339501163385476
echinacea,Heart/Cardio,0,0.14300507403955678,-2.5339501163385476
irish moss,Heart/Cardio,0,0.14300507403955678,-2.5339501163385476
total cannabinoids,Heart/Cardio,0,0.1392369813422445,-2.5724242641531836
lobelia,Heart/Cardio,0,0.1356621241678713,-2.609898969571846
elderberry,Heart/Cardio,0,0.12022524091489609,-2.7839283693468952
l-glutamic acid,Heart/Cardio,0,0.12022524091489609,-2.7839283693468952
marshmallow,Heart/Cardio,0,0.11499012398562623,-2.848058706766611
black cohosh,Heart/Cardio,0,0.1057763181901113,-2.9683529404843227
black elderberry extract,Heart/Cardio,0,0.10170098101132584,-3.02493646885069
chamomile,Heart/Cardio,0,0.09792752066059857,-3.079384252873066
pectinase,Heart/Cardio,0,0.09614370304025477,-3.1058564642342574
rhodiola,Heart/Cardio,0,0.09614370304025477,-3.1058564642342574
slippery elm,Heart/Cardio,0,0.09614370304025477,-3.1058564642342574
glucosamine hydrochloride,Heart/Cardio,1,0.08944698750463936,-3.219314514017541
collagen,Heart/Cardio,0,0.08132429511739857,-3.3468645637380523
invertase,Heart/Cardio,0,0.08132429511739857,-3.3468645637380523
glucoamylase,Heart/Cardio,0,0.07889125799573561,-3.39058594116737
elderberry fruit extract,Heart/Cardio,0,0.05443547249448422,-3.9244095928967253
proprietary probiotic blend,Heart/Cardio,0,0.038772980456550435,-4.4119595919599375
black elderberry fruit extract,Immune,34,41.213027826425375,1.7230481357800502
black elderberry extract,Immune,49,39.306245737113905,1.7071065919110286
elderberry fruit extract,Immune,87,20.82480195599022,1.623208896727566
epicor,Immune,29,17.652679179227853,1.6261865965274613
black cumin seed oil,Immune,24,14.703416601866252,1.6001913879945169
"bamboo leaf, stem extract",Immune,23,11.290659928078531,1.5412976989409484
proprietary formula,Immune,46,10.070417795724634,1.4853889577902917
leucine,Immune,24,7.350493293157077,1.4075463100521206
bovine colostrum,Immune,26,6.3515360684425435,1.348652620998552
"blueberry, powder",Immune,12,6.109242718446602,1.3766669971681489
orchard fruits garden veggies powder blend,Immune,30,5.611105292295722,1.2916216759621735
acerola,Immune,20,5.486008550330354,1.2980265479285842
pycnogenol,Immune,26,5.29250923585456,1.270650108997279
ionic trace minerals,Immune,23,5.130845828289701,1.261189779748213
elderberry extract,Immune,18,4.962567191244091,1.2567301315575132
antioxidant blend,Immune,22,4.9165827369909,1.2428579569759557
amino acid blend,Immune,25,4.703800913774667,1.2162023249749025
ubiquinol,Immune,22,4.506681243926142,1.1997892350840695
