ingredient,label,n_co,odds_ratio,pmi
astragalus,Immune,35,4.459462366142075,1.17872761955624
fiber blend,Immune,22,4.159841519025193,1.1579690593894425
pureway-c,Immune,27,4.1161157024793384,1.1447802876329023
n-acetyl-l-cysteine,Immune,63,3.971673744806939,1.1054786375256016
quercetin,Immune,231,3.9279791138585964,1.082512304296937
total omega-3 fatty acids,Immune,85,3.906194763484291,1.091922792018967
bifidobacterium bifidum,Immune,20,3.7973780979999403,1.111613423697703
nickel,Immune,18,3.7214639595881094,1.104727038112463
"pumpkin, powder",Immune,13,3.654853221995663,1.1116134236977027
echinacea,Immune,22,3.6048979591836736,1.0777987107054592
turmeric extract,Immune,29,3.5282018866089664,1.0558708717707064
saccharomyces boulardii,Immune,26,3.5274645148745867,1.0591460038035674
proprietary probiotic blend,Immune,81,3.519542211282999,1.0337792836451403
olive leaf extract,Immune,104,3.4479697296238245,1.0185040193062216
quercetin dihydrate,Immune,58,3.310519936470785,1.002476979864513
energy,Immune,87,3.2982838514378856,0.9943030484188127
arabinogalactan,Immune,24,3.2655358994297563,1.0152288872733606
vitamin d2,Immune,17,3.2539470243209925,1.02672452611119
bioflavonoids,Immune,28,3.2477357337334,1.00696127128976
enzyme blend,Immune,58,3.233397290223668,0.9881216868874428
"turmeric, powder",Immune,44,3.2104154124021673,0.9887566759121693
phospholipids,Immune,18,3.1895625745926894,1.0116176337209815
"spirulina, powder",Immune,26,3.1744555706785924,0.9950156663838517
cholesterol,Immune,1020,3.1537429123013663,0.9178929234246226
rose hips,Immune,33,3.076301944966212,0.9685099121658943
bovine collagen peptides,Immune,25,3.0565859823077672,0.9722767420888135
neurofactor,Immune,25,3.0565859823077672,0.9722767420888135
protein,Immune,1571,3.049711496386109,0.8708171270337349
lemon bioflavonoid complex,Immune,21,3.041949847668151,0.9751942254711079
probiotic blend,Immune,127,2.9995265800512305,0.9308001061126544
serrapeptase,Immune,21,2.872833867780909,0.937719520052445
citrus bioflavonoid complex,Immune,107,2.8678869688244912,0.9038677783256565
astragalus root extract,Immune,55,2.8676407628300504,0.9128335595832054
carbohydrates,Immune,108,2.799983595520938,0.888018255279598
digestive enzyme blend,Immune,41,2.7455457112257813,0.8892210023612549
rose hip,Immune,42,2.7350982920603175,0.886174126802391
vitamin c,Immune,2477,2.7290823716479355,0.7535374039165054
n-acetyl cysteine,Immune,76,2.7103346106513153,0.8706053241939079
collagen peptides,Immune,50,2.66844669655038,0.8662598539179439
norwegian fish oil,Immune,17,2.6435041282175815,0.8892210023612551
raw organic fruit vegetable blend,Immune,17,2.6435041282175815,0.8892210023612551
reishi mushroom,Immune,17,2.6435041282175815,0.8892210023612551
grapefruit seed extract,Immune,18,2.626372872832832,0.882334616776015
turmeric,Immune,114,2.5639646323548457,0.8278204576971118
"broccoli, powder",Immune,12,2.5447815533980584,0.879167337697332
bioflavonoid complex,Immune,16,2.496400301087801,0.8511529615277357
"flaxseed, powder",Immune,18,2.480360727932129,0.8416926322786692
saturated fat,Immune,18,2.480360727932129,0.8416926322786692
glutamic acid,Immune,19,2.4736279638180267,0.837690701721173
fructooligosaccharides,Immune,42,2.467850951148265,0.8149154436325693
elderberry,Immune,22,2.45717377860235,0.8278204576971118
l-lysine,Immune,71,2.3567034469290107,0.7737437849413189
lactobacillus acidophilus,Immune,63,2.3556444531173772,0.7750054335052305
stevia leaf extract,Immune,60,2.3552477565353103,0.7755642205656879
curcumin c3 complex,Immune,15,2.3493250461299406,0.8094938098905211
sodium,Immune,2131,2.325881241944066,0.66370339309114
citrus bioflavonoids,Immune,48,2.3064945440374123,0.7636901202773962
rutin,Immune,127,2.2921408488418797,0.7468818325908424
total fat,Immune,1746,2.281913565399073,0.6686207423423971
spirulina,Immune,59,2.2789553332934815,0.7517174786113202
iron,Immune,1046,2.2696190448614733,0.6963880368050119
salt,Immune,20,2.243070522559446,0.763690120277396
calories,Immune,3558,2.232258260396848,0.5628848521507622
vitamin a,Immune,1185,2.2280449016206263,0.6769430080891584
astaxanthin,Immune,68,2.2268243890175605,0.7326632246567715
collagen,Immune,31,2.212922752993815,0.7413223072489418
mullein,Immune,15,2.211038052202526,0.763690120277396
total carbohydrate,Immune,403,2.2022835071881395,0.7025127820871085
phosphorus,Immune,415,2.1991374594446143,0.7009174716040881
zeaxanthin,Immune,120,2.1653012166405023,0.7052734340520742
potassium,Immune,1428,2.1513339388326287,0.6408539763870206
resveratrol,Immune,56,2.129930911522175,0.7017623711341945
flaxseed oil,Immune,46,2.1266709376732753,0.7035691278398253
zinc,Immune,1645,2.122604903680767,0.6214930902835369
selenium,Immune,892,2.1223828425490017,0.6540656291028978
vitamin k,Immune,356,2.1180110600787385,0.6755143088910296
alpha-lipoic acid,Immune,162,2.1082193329564727,0.6819657228429422
vitamin d,Immune,1044,2.0973075263105474,0.6387921379803438
total carbohydrates,Immune,2518,2.09225120169464,0.5712240300951011
vitamin e,Immune,1227,2.0922033903385056,0.6291801844657172
cat s claw,Immune,15,2.088116279822602,0.719296000918943
evening primrose oil,Immune,15,2.088116279822602,0.719296000918943
grape seed extract,Immune,157,2.0768455604792386,0.6708660872726405
cat s claw bark extract,Immune,14,2.0726468874595865,0.7163844054990396
"glutathione, reduced",Immune,14,2.0726468874595865,0.7163844054990396
garlic bulb extract,Immune,21,2.067841803517637,0.6995597828576806
lecithin,Immune,34,2.057416326133489,0.6835197715934127
lion s mane,Immune,27,2.056696645600389,0.688401992973159
quatrefolic,Immune,13,2.0552602194387806,0.713064047207428
"l-glutathione, reduced",Immune,19,2.043093871309755,0.6933007923859981
turmeric root extract,Immune,117,2.018709085869032,0.6519797327803798
l-glutathione,Immune,29,2.0148650338283716,0.6705807158859146
fat,Immune,28,2.0048762212002655,0.6674748050180932
reishi,Immune,21,1.9882272037553352,0.6685328872370562
curcumin,Immune,15,1.9781336413774069,0.6762272790270568
floraglo,Immune,35,1.9685049704578523,0.6482129028574599
hesperidin,Immune,44,1.960216205687573,0.6408333724918627
bilberry extract,Immune,14,1.957418916294426,0.6705807158859146
sugars,Immune,14,1.957418916294426,0.6705807158859146
dietary fiber,Immune,42,1.9449198561905474,0.6353660233018565
"coconut water, powder",Immune,18,1.940750627212137,0.654065629102898
lutein,Immune,218,1.9091732566813133,0.6018392408759988
vitamin d3,Immune,831,1.908741900104126,0.5761477053600342
mixed tocopherols,Immune,42,1.9081442560305708,0.6200992666485461
hawthorn berry extract,Immune,16,1.9016261516261517,0.6416995958987857
methionine,Immune,16,1.9016261516261517,0.6416995958987857
branched-chain amino acids,Immune,36,1.891187993974986,0.6155914812882624
amla fruit extract,Immune,11,1.878807882729832,0.6482129028574604
"beet, powder",Immune,33,1.8587818469356128,0.6032254480841501
cordyceps,Immune,17,1.838427265240619,0.6116870268323461
medium chain triglyceride,Immune,24,1.8358008116251945,0.6001913879945168
turmeric rhizome extract,Immune,42,1.8056979412992071,0.5752450308642859
calcium,Immune,1950,1.7968458094378201,0.4854538245466341
burdock root extract,Immune,12,1.7959451741861794,0.606148843290916
iodine,Immune,664,1.7911591707016756,0.5326458286880396
energy blend,Immune,15,1.7895919754713578,0.5937651188350839
reishi mushroom fruiting body extract,Immune,15,1.7895919754713578,0.5937651188350839
lycopene,Immune,169,1.78642742121003,0.5510292369587217
chlorophyll,Immune,30,1.7770719372239434,0.5681393111595897
copper,Immune,670,1.7735140116839303,0.52450245639797
rosemary leaf extract,Immune,23,1.762197492467684,0.5672929074738929
luteolin,Immune,14,1.761531365313653,0.5831178746355752
total sugars,Immune,82,1.761263903199387,0.5462725143562405
molybdenum,Immune,458,1.7403672058970638,0.5172522249742975
sunflower lecithin,Immune,16,1.7361237796020406,0.5657507426654872
coenzyme q10,Immune,43,1.7243938066023956,0.5366212117314751
inulin,Immune,40,1.7213767662438808,0.5362796241743235
black pepper fruit extract,Immune,45,1.7170500030147444,0.5323645741709406
black pepper,Immune,20,1.7011471916587373,0.5412976989409484
"chlorella, powder",Immune,12,1.6961003236245955,0.5572392428099696
schisandra fruit extract,Immune,9,1.6772507314097143,0.5620562591077457
n-acetyl l-cysteine,Immune,21,1.6672005918105706,0.5226820207736014
ginger root extract,Immune,69,1.6641668071913118,0.5006557144436024
blend,Immune,16,1.663716491841492,0.5292248666403733
l-glutamine,Immune,167,1.6606997696579513,0.49067162587098023
"garlic, powder",Immune,25,1.6510473728321498,0.5099335280316132
ginger rhizome extract,Immune,20,1.644374271278663,0.5121513532814319
milk thistle extract,Immune,15,1.6338401645054912,0.5157626068338106
pomegranate fruit extract,Immune,17,1.6260993013785632,0.5073503670176106
bilberry,Immune,10,1.6143770627062706,0.5226820207736014
l-cysteine hydrochloride,Immune,10,1.6143770627062706,0.5226820207736014
bromelain,Immune,177,1.6113456838428344,0.46463649164262044
pomegranate extract,Immune,14,1.6012597326930207,0.5006557144436024
manganese,Immune,691,1.5990073697152802,0.4392624087539514
riboflavin,Immune,768,1.5893395513497686,0.43166667096462824
garlic,Immune,35,1.5667996497032208,0.45788169075331087
chloride,Immune,168,1.564872889218779,0.44005570343963063
thiamine,Immune,736,1.5644897854033026,0.4196170861316816
alpha lipoic acid,Immune,84,1.5391722571523119,0.4316140700139512
bioperine complex,Immune,33,1.5364971151039835,0.4417620253900339
green tea leaf extract,Immune,152,1.536151784218462,0.4248882068256376
hesperidin complex,Immune,14,1.531576414162311,0.4611273502569647
phosphatidylcholine,Immune,14,1.531576414162311,0.4611273502569647
schisandra berry extract,Immune,12,1.526364077669903,0.46412983841848815
omega-3 fatty acids,Immune,28,1.5141060547128224,0.43184655652495096
total calories,Immune,13,1.4943639717889645,0.4417620253900336
vitamin b7,Immune,6,1.494028191874107,0.4835822010846609
vitamin k1,Immune,46,1.4930563234186847,0.4113883763465148
cranberry,Immune,16,1.478675645342312,0.4248882068256378
l-alanine,Immune,26,1.4750869323397346,0.41005316566269545
bacillus coagulans,Immune,31,1.4742443227655813,0.4061381156593126
"collagen, hydrolyzed",Immune,19,1.4679272320994852,0.41319287319326287
pumpkin seed extract,Immune,9,1.4674730660972533,0.4417620253900339
all herbal ingredients,Immune,12,1.453619972260749,0.4197357190600348
"whey protein isolate, microfiltered, ultrafiltered",Immune,12,1.453619972260749,0.4197357190600348
cayenne,Immune,15,1.445140855066076,0.4061381156593126
niacinamide,Immune,18,1.4394354368658222,0.3969077896057735
"ginger, powder",Immune,21,1.4353480387393516,0.39023172474995166
reishi mushroom extract,Immune,16,1.425806832056832,0.3917213428904383
pantothenic acid,Immune,849,1.4243533751302904,0.3370307013570282
black pepper extract,Immune,17,1.4090529383195727,0.37902627004207123
chromium,Immune,691,1.4023437475934883,0.32795362833071634
milk thistle,Immune,21,1.396497070386877,0.3651407437871213
marshmallow root extract,Immune,12,1.3874889673433364,0.3766669971681488
teacrine,Immune,12,1.3874889673433364,0.3766669971681488
niacin,Immune,953,1.3854171758740703,0.3105963947364767
folate,Immune,898,1.3787854091604774,0.30791034138900436
biotin,Immune,854,1.3607307162252438,0.2976774806534991
octacosanol,Immune,10,1.3593068285156689,0.3651407437871213
eleuthero,Immune,18,1.352085062790328,0.3391922917494862
silica,Immune,61,1.3495864902069175,0.31700699438208707
proprietary herbal blend,Immune,27,1.3422043197444267,0.3231175288914146
aquamin,Immune,11,1.3416727918232627,0.34865262099855243
l-carnosine,Immune,17,1.3208778533268577,0.3189052776045004
pumpkin seed oil,Immune,17,1.3208778533268577,0.3189052776045004
eicosapentaenoic acid,Immune,16,1.2876657392786426,0.29656410985009823
vitamin b12,Immune,1254,1.2850127606247008,0.23937864734099687
folic acid,Immune,92,1.2568712463728997,0.24756649588423812
magnesium,Immune,1298,1.2479301506869425,0.21357430486471363
fish oil,Immune,69,1.2464166215508596,0.24192144604343402
chlorella,Immune,25,1.2460902704622239,0.2546764727895382
vitamin b6,Immune,1310,1.2439477164317796,0.2106239762025358
choline,Immune,357,1.2348819321985431,0.22236633526314448
vitamin b3,Immune,97,1.2323075272025776,0.22865284488792256
pine bark extract,Immune,31,1.2320546735104227,0.24012816422038338
whey protein isolate,Immune,10,1.2297473444823475,0.2689254285278183
green tea extract,Immune,30,1.2133777475199377,0.22603333433459666
eleuthero root extract,Immune,23,1.1990495943819366,0.21936960405358566
thiamin,Immune,23,1.1990495943819366,0.21936960405358566
boron,Immune,270,1.196357881168754,0.19478747045233913
inositol,Immune,286,1.178585677239178,0.1804041973636238
docosahexaenoic acid,Immune,33,1.1741900963128709,0.1929414787759411
kaneka ubiquinol,Immune,13,1.173851830274784,0.21349303771691672
aloe vera,Immune,10,1.1738012036497767,0.2231217389146933
dicaffeine malate,Immune,10,1.1738012036497767,0.2231217389146933
"cranberry, powder",Immune,8,1.1737674689440993,0.23317540357861644
milk thistle seed extract,Immune,66,1.1660008241698658,0.1787276195562399
vitamin k2,Immune,178,1.1602314114828243,0.1680211137148373
vitamin b5,Immune,61,1.155924392974437,0.17099197077663458
bilberry fruit extract,Immune,28,1.1541575196619398,0.1787276195562399
ginger,Immune,66,1.148883452470681,0.1644433935499924
ceylon cinnamon,Immune,10,1.122719944628734,0.17872761955624017
white willow bark extract,Immune,10,1.122719944628734,0.17872761955624017
sulfate,Immune,9,1.1178436239098182,0.1787276195562399
coenzyme q-10,Immune,153,1.1104644737628757,0.12659481523611749
vitamin b2,Immune,116,1.0996347587289133,0.1183550015767584
vanadium,Immune,106,1.0881605167319452,0.1085523254966848
citrulline malate,Immune,35,1.0836296135507968,0.11343615930452088
cognizin,Immune,11,1.0834347673489504,0.13919925536960245
dandelion root extract,Immune,21,1.0759765814789621,0.11459728213652438
silymarin,Immune,10,1.0758954571927781,0.13565889766435388
holy basil leaf extract,Immune,19,1.0670535138620245,0.1083382916648421
l-taurine,Immune,36,1.0593295768496804,0.09050043654450492
pau d arco,Immune,8,1.0563033773291925,0.12626019966210444
glycine,Immune,52,1.0545453794561734,0.0822196387028935
para-aminobenzoic acid,Immune,83,1.0435689379867696,0.06854470180581713
green coffee bean extract,Immune,31,1.0433485717991116,0.07718959309417765
l-proline,Immune,14,1.0355951469731415,0.08561821516475847
raw probiotic enzyme blend,Immune,14,1.0355951469731415,0.08561821516475847
vitamin b1,Immune,114,1.0346067405599024,0.058433385838528
hyaluronic acid,Immune,76,1.0330285267682688,0.05893310702152549
rhodiola rosea root extract,Immune,29,1.0205954107454684,0.055870871770706466
tart cherry fruit extract,Immune,9,1.0205554313011407,0.08561821516475847
d-mannose,Immune,17,1.005966835495733,0.05097207235786734
pectin,Immune,8,1.0059616237799467,0.07563412659213628
phytosterols,Immune,5,1.005959888563944,0.10072510755496696
marshmallow,Immune,13,0.9957895294335726,0.04748308627798722
fish oil concentrate,Immune,36,0.986857063236491,0.018947175519470838
l-leucine,Immune,56,0.9836759830687345,0.011617633720981799
krill oil,Immune,14,0.9779811613905612,0.026724526111189972
paba,Immune,16,0.973198211003089,0.018262947362993893
apple pectin,Immune,13,0.966461621059726,0.01645619065736284
burdock,Immune,20,0.9664388102695411,0.0062604235514746275
ginkgo biloba leaf extract,Immune,34,0.9663930954752011,-0.001844626085580729
choline bitartrate,Immune,29,0.9645125150034836,-0.0018446260855808894
bladderwrack,Immune,10,0.9562328781897798,0.013668373285743482
ginkgo biloba,Immune,10,0.9562328781897798,0.013668373285743482
vitamin b9,Immune,10,0.9562328781897798,0.013668373285743482
l-methionine,Immune,34,0.9551163695769243,-0.013917458386155917
trans-resveratrol,Immune,40,0.9526483606304555,-0.01830922750331388
bioperine,Immune,170,0.9526027324111629,-0.02547168501423858
red yeast rice,Immune,9,0.9388333495098515,-0.0018446260855808894
beet,Immune,13,0.9388095931643848,-0.013917458386156078
broccoli,Immune,9,0.9026870441021659,-0.04366480178020822
cordyceps mycelium extract,Immune,9,0.9026870441021659,-0.04366480178020822
nettle,Immune,9,0.9026870441021659,-0.04366480178020822
maca,Immune,19,0.9025925012517843,-0.06412890433992334
lactase,Immune,28,0.8953599357202808,-0.07876860273612372
celery seed extract,Immune,7,0.89410133776946,-0.04366480178020772
cranberry fruit extract,Immune,16,0.8865449365449365,-0.07958437603515044
capsimax,Immune,8,0.8801072399068323,-0.06638487828029162
l-phenylalanine,Immune,17,0.8800024283632831,-0.08875269130874588
piperine,Immune,9,0.8692182427987534,-0.08430678627755388
l-lysine hydrochloride,Immune,21,0.8603537071227286,-0.11672826396993143
passionflower aerial parts extract,Immune,7,0.8534250804993163,-0.094290874850176
yohimbe bark extract,Immune,7,0.8534250804993163,-0.094290874850176
sugar,Immune,15,0.8533112027333646,-0.11895292908444506
cinnamon,Immune,16,0.8487493593876573,-0.12612696197218085
gymnema leaf extract,Immune,8,0.8448680124223602,-0.1107789976387449
proprietary extract formula,Immune,4,0.838218581961306,-0.08430678627755388
irish moss,Immune,9,0.8381400701598702,-0.1238351504641915
carnosyn,Immune,20,0.8351195926406556,-0.1477732051209465
alfalfa,Immune,11,0.8282348372802184,-0.14320047533112232
hibiscus flower extract,Immune,6,0.8214098583349505,-0.12939467580609187
metafolin,Immune,7,0.8162858890787503,-0.14320047533112232
beta-alanine,Immune,93,0.8155027128116471,-0.18554676604071732
passionflower,Immune,9,0.8092052197719446,-0.16230929827882706
calcium d-glucarate,Immune,12,0.8027516607051609,-0.17972635135623632
taurine,Immune,124,0.7970053993104032,-0.21010480937520973
berberine hydrochloride,Immune,26,0.791645197355629,-0.20934283212233457
l-valine,Immune,35,0.7889862036541083,-0.21613199778497338
caffeine,Immune,85,0.783650815210671,-0.2278976399064038
red clover,Immune,6,0.7822627595575393,-0.18384245982846822
dmae,Immune,7,0.7822416302765648,-0.19050619010947895
horsetail,Immune,7,0.7822416302765648,-0.19050619010947895
american ginseng root extract,Immune,9,0.7821993594098806,-0.19978400369749
msm,Immune,9,0.7821993594098806,-0.19978400369749
creatine monohydrate,Immune,61,0.7768852080167475,-0.23630987972260373
